Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No,District,Municipality,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
NB128,D3525 over Groot-sandsloot river.,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB128,D3525 over Groot-sandsloot river.,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),BE,2,12270,m3,24540,3,4,4,16,3
NB128,D3525 over Groot-sandsloot river.,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,04. Embankment/s, 402. Clear bush,BE,6,80,m2,480,1,1,1,208,1
NB128,D3525 over Groot-sandsloot river.,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,04. Embankment/s, 155. Earth backfill,BE,10,630,m3,6300,1,1,1,16,3
NB128,D3525 over Groot-sandsloot river.,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
NB129,D3529 over river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,06. Road Slabs, 207. Clear debris,AC,5,750,m3,3750,1,1,1,27,3
NB129,D3529 over river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,10. Walls, 101. Apply protective coating,AC,45,480,m2,21600,2,2,4,19,3
NB129,D3529 over river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 156. Gabion (mattresses and boxes),E1,5,3100,m3,15500,2,2,1,6,3
NB129,D3529 over river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,BE,40,630,m3,25200,3,4,4,16,3
NB129,D3529 over river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,C1-C5,40,630,m3,25200,3,4,4,16,3
NB129,D3529 over river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB129,D3529 over river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
NB131,D3561 over Mogalakwena river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB131,D3561 over Mogalakwena river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,11. Top Slab, 118. Repair spall (including honeycombing),AC,100,750,L,75000,2,2,1,1,3
NB131,D3561 over Mogalakwena river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),AC,6,12270,m3,73620,3,4,9,12,3
NB131,D3561 over Mogalakwena river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,05. Waterway, 405. Remove trees (girth > 500 mm),E2,3,3100,No,9300,3,4,4,43,2
NB131,D3561 over Mogalakwena river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,05. Waterway, 209. Clear siltation,C6,6,630,m3,3780,2,2,4,106,1
NB131,D3561 over Mogalakwena river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,04. Embankment/s, 155. Earth backfill,E1,5,630,m3,3150,2,2,1,32,3
NB131,D3561 over Mogalakwena river,Bridge,Bridge Cellular,9/13/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB132,D3571 over Klien Mogolakwena river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),BE,4,12270,m3,49080,3,4,9,18,3
NB132,D3571 over Klien Mogolakwena river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 604. Install clearance sign,BE,4,7640,No,30560,1,1,1,3,3
NB132,D3571 over Klien Mogolakwena river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,06. Road Slabs, 155. Earth backfill,BA,10,630,m3,6300,4,4,4,63,2
NB132,D3571 over Klien Mogolakwena river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,04. Embankment/s, 159. Stone pitching,BE,80,950,m2,76000,3,4,9,12,3
NB132,D3571 over Klien Mogolakwena river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,04. Embankment/s, 155. Earth backfill,BE,30,630,m3,18900,4,4,9,48,2
NB132,D3571 over Klien Mogolakwena river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 156. Gabion (mattresses and boxes),E1,10,3100,m3,31000,3,4,9,29,3
NB132,D3571 over Klien Mogolakwena river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,01. Apron Slabs & Cut Off Walls, 104. Concrete (reinforced),E2,10,12270,m3,122700,3,4,9,7,3
NB132,D3571 over Klien Mogolakwena river,Major Culvert,Culvert Major,9/14/2021,,Waterberg,,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,1,1,1,9,3
NB133,D3576 over river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB133,D3576 over river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
NB133,D3576 over river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,08. Surfacing, 209. Clear siltation,S1,2,630,m3,1260,1,1,1,79,1
NB133,D3576 over river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,07. Wing/ Retaining Walls, 155. Earth backfill,BA,15,630,m3,9450,2,2,4,42,2
NB133,D3576 over river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BA,60,950,m,57000,3,4,4,7,3
NB133,D3576 over river,Bridge,Bridge,9/7/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,10,630,m3,6300,3,4,4,63,2
NB134,D3576 over river,Bridge,Bridge,9/9/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,4,340,No,1360,1,1,4,294,1
NB134,D3576 over river,Bridge,Bridge,9/9/2021,,Waterberg,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,5,630,m3,3150,2,2,1,32,3
NB134,D3576 over river,Bridge,Bridge,9/9/2021,,Waterberg,,6/30/2022,07. Wing/ Retaining Walls, 155. Earth backfill,BA,5,630,m3,3150,2,2,1,32,3
NB134,D3576 over river,Bridge,Bridge,9/9/2021,,Waterberg,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,1,630,m3,630,1,1,1,159,1
NB134,D3576 over river,Bridge,Bridge,9/9/2021,,Waterberg,,6/30/2022,09. Superstructure Drainage, 353. Extend scupper below deck soffit,AS,4,3100,No,12400,1,1,4,32,3
NB134,D3576 over river,Bridge,Bridge,9/9/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 203. Clean joint of loose material,P1,9,340,m,3060,2,2,4,131,1
NB134,D3576 over river,Bridge,Bridge,9/9/2021,,Waterberg,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,P1,9,1220,m,10980,3,4,4,36,3
NB134,D3576 over river,Bridge,Bridge,9/9/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 604. Install clearance sign,BA,4,7640,No,30560,1,1,1,3,3
NB134,D3576 over river,Bridge,Bridge,9/9/2021,,Waterberg,,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BA,2,5380,No,10760,1,1,1,9,3
NB134,D3576 over river,Bridge,Bridge,9/9/2021,,Waterberg,,6/30/2022,11. Parapet, 104. Concrete (reinforced),S1,1,12270,m3,12270,3,4,4,33,3
NB136,#NAME?,Bridge,Bridge Cellular,7/29/2021,,,,6/30/2022,05. Waterway, 1628. Clear Vegetation,AC,200,50,m2,10000,1,1,4,40,3
NB136,#NAME?,Bridge,Bridge Cellular,7/29/2021,,,,6/30/2022,02. Wing / Ret / Head Walls, 156. Gabion (mattresses and boxes),E1,32,3100,m3,99200,3,4,4,4,3
NB137,D3634 over river,Bridge,Bridge,7/29/2021,,Vhembe,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,1,750,No,750,1,1,1,133,1
NB137,D3634 over river,Bridge,Bridge,7/29/2021,,Vhembe,,6/30/2022,11. Parapet, 456. New pedestrian parapet,AS,13,5090,m,66170,1,1,4,6,3
NB137,D3634 over river,Bridge,Bridge,7/29/2021,,Vhembe,,6/30/2022,20. Decks and Slabs, 103. Clean concrete surface,AS,60,150,m2,9000,1,1,1,11,3
NB137,D3634 over river,Bridge,Bridge,7/29/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,200,80,m2,16000,1,1,1,6,3
NB138,NB138 - D3634 over river,Major Culvert,Culvert Major,7/29/2021,,,,6/30/2022,04. Embankment/s, 402. Clear bush,BE,100,80,m2,8000,1,1,1,12,3
NB138,NB138 - D3634 over river,Major Culvert,Culvert Major,7/29/2021,,,,6/30/2022,05. Waterway, 153. Backfill scour damage (rock),AC,100,5500,m3,550000,1,1,4,1,3
NB138,NB138 - D3634 over river,Major Culvert,Culvert Major,7/29/2021,,,,6/30/2022,11. Top Slab, 103. Clean concrete surface,AC,30,150,m2,4500,1,1,1,22,3
NB139,D3635 over Nsama river,Bridge,Bridge,7/29/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 307. New multi element joint,"BA,AP",48,45990,m,2207520,3,4,1,0,3
NB139,D3635 over Nsama river,Bridge,Bridge,7/29/2021,,Vhembe,,6/30/2022,20. Decks and Slabs, 103. Clean concrete surface,AS,60,150,m2,9000,1,1,1,11,3
NB139,D3635 over Nsama river,Bridge,Bridge,7/29/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 156. Gabion (mattresses and boxes),A1,60,3100,m3,186000,3,4,4,2,3
NB139,D3635 over Nsama river,Bridge,Bridge,7/29/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,200,80,m2,16000,1,1,4,25,3
NB139,D3635 over Nsama river,Bridge,Bridge,7/29/2021,,Vhembe,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BA,45,630,m,28350,3,4,1,4,3
NB140,D3637 Over River,Major Culvert,Culvert Major,9/2/2021,,Vhembe,,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),BE,20,750,L,15000,3,4,4,27,3
NB140,D3637 Over River,Major Culvert,Culvert Major,9/2/2021,,Vhembe,,6/30/2022,04. Embankment/s, 155. Earth backfill,E2,5,630,m3,3150,3,4,4,127,1
NB145,D3653 Over River,Bridge,Bridge Cellular,8/30/2021,,Vhembe,,6/30/2022,02. Wing / Ret / Head Walls, 118. Repair spall (including honeycombing),BE,50,750,L,37500,3,4,4,11,3
NB145,D3653 Over River,Bridge,Bridge Cellular,8/30/2021,,Vhembe,,6/30/2022,05. Waterway, 209. Clear siltation,"C1,C2",10,630,m3,6300,3,4,4,63,2
NB145,D3653 Over River,Bridge,Bridge Cellular,8/30/2021,,Vhembe,,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C6,15,750,L,11250,3,4,1,9,3
NB146,D3653 over river,Bridge,Bridge,8/30/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,30,630,m3,18900,3,4,4,21,3
NB146,D3653 over river,Bridge,Bridge,8/30/2021,,Vhembe,,6/30/2022,03. Waterway, 207. Clear debris,AS,80,750,m3,60000,3,4,9,15,3
NB146,D3653 over river,Bridge,Bridge,8/30/2021,,Vhembe,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),"S3,S4",40,750,L,30000,3,4,1,3,3
NB148,D3671 over Nzhelele river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,03. Waterway, 207. Clear debris,AP,120,750,m3,90000,4,4,9,10,3
NB149,D3672 Over River ,Bridge,Bridge Cellular,8/12/2021,,Vhembe,,6/30/2022,05. Waterway, 207. Clear debris,"C3,C4",5,750,m3,3750,3,4,4,107,1
NB149,D3672 Over River ,Bridge,Bridge Cellular,8/12/2021,,Vhembe,,6/30/2022,06. Road Slabs, 117. Repair concrete topping,"C2,C4",2,7640,m3,15280,3,4,4,26,3
NB150,D3675 Over Nwandezi River,Bridge,Bridge Cellular,8/11/2021,,Vhembe,,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",C10-C12,15,630,m,9450,3,4,4,42,2
NB150,D3675 Over Nwandezi River,Bridge,Bridge Cellular,8/11/2021,,Vhembe,,6/30/2022,10. Walls, 118. Repair spall (including honeycombing),C7,25,750,L,18750,3,4,1,5,3
NB153,D3684 over Mbilili river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,02. Guardrail, 451. Attach guardrail to endblock,BA,4,3100,No,12400,3,4,4,32,3
NB153,D3684 over Mbilili river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,08. Surfacing, 207. Clear debris,AS,3,750,m3,2250,3,4,1,44,2
NB153,D3684 over Mbilili river,Bridge,Bridge,8/12/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,5,340,No,1700,3,4,4,235,1
NB154,D3685 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,03. Waterway, 207. Clear debris,S1-S6,10,750,m3,7500,3,4,4,53,2
NB154,D3685 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 155. Earth backfill,A1,25,630,m3,15750,3,4,4,25,3
NB154,D3685 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),"S7,S8",6,750,No,4500,3,4,4,89,1
NB155,D3689 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,11. Parapet, 314. Replace joint sealant,AS,40,340,m,13600,3,4,1,7,3
NB155,D3689 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BA,P1",36,1220,m,43920,3,4,4,9,3
NB155,D3689 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BA,P1",1,137950,LS,137950,3,4,4,3,3
NB155,D3689 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",A1,20,630,m,12600,3,4,1,8,3
NB156,D3695 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 155. Earth backfill,A2,10,630,m3,6300,3,4,4,63,2
NB156,D3695 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,03. Waterway, 156. Gabion (mattresses and boxes),AS,40,3100,m3,124000,3,4,4,3,3
NB156,D3695 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),AS,50,750,L,37500,3,4,9,24,3
NB156,D3695 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,40,3100,m,124000,3,4,9,7,3
NB157,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,06. Abutments, 118. Repair spall (including honeycombing),A2,5,750,L,3750,3,4,1,27,3
NB157,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,15,3100,m,46500,3,4,4,9,3
NB157,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S1,15,750,L,11250,3,4,4,36,3
NB157,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,6,630,m3,3780,3,4,4,106,1
NB157,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,40,750,No,30000,3,4,4,13,3
NB157,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,8,340,No,2720,3,4,4,147,1
NB158,D3695 Over River,Major Culvert,Culvert Major,8/31/2021,,Vhembe,,6/30/2022,09. Parapets / Handrails, 458. New/repair steel railing,C2,15,3100,m,46500,3,4,1,2,3
NB159,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,AS,20,3100,m,62000,3,4,4,6,3
NB159,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,03. Waterway, 156. Gabion (mattresses and boxes),AS,50,3100,m3,155000,3,4,4,3,3
NB159,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,4,630,m3,2520,3,4,1,40,3
NB159,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,8,340,No,2720,3,4,4,147,1
NB159,D3695 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,11. Parapet, 118. Repair spall (including honeycombing),S2,15,750,L,11250,3,4,4,36,3
NB160,D3695 over Mutale river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,"P1,P3",24,1570,m,37680,3,4,4,11,3
NB160,D3695 over Mutale river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,11. Parapet, 314. Replace joint sealant,AS,40,340,m,13600,3,4,1,7,3
NB160,D3695 over Mutale river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,P2,12,6180,m,74160,3,4,4,5,3
NB160,D3695 over Mutale river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),AP,1,137950,LS,137950,3,4,4,3,3
NB161,D3699 Over River,Major Culvert,Culvert Major,8/11/2021,,Vhembe,,6/30/2022,04. Embankment/s, 158. Rock backfill,BE,120,2770,m3,332400,4,4,4,1,3
NB161,D3699 Over River,Major Culvert,Culvert Major,8/11/2021,,Vhembe,,6/30/2022,02. Wing / Ret / Head Walls," 607. Monitor (movements, rotations, etc) (5 year period)",E1,1,30670,No,30670,3,4,4,13,3
NB163,D3708 Over Luvuvhu River,Major Culvert,Culvert Major,8/30/2021,,Vhembe,,6/30/2022,04. Embankment/s, 155. Earth backfill,E1,15,630,m3,9450,3,4,4,42,2
NB163,D3708 Over Luvuvhu River,Major Culvert,Culvert Major,8/30/2021,,Vhembe,,6/30/2022,10. Walls, 120. Seal cracks,C1,3,750,m,2250,3,4,4,178,1
NB163,D3708 Over Luvuvhu River,Major Culvert,Culvert Major,8/30/2021,,Vhembe,,6/30/2022,12. Invert Slab, 120. Seal cracks,C1,3,750,m,2250,3,4,1,44,2
NB164,D3712 over river,Bridge,Bridge,8/31/2021,,Vhembe,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,4,630,m3,2520,3,4,9,357,1
NB167,D3717 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,01. Approach Embankment, 155. Earth backfill,BA,10,630,m3,6300,3,4,4,63,2
NB167,D3717 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,8,340,No,2720,3,4,9,331,1
NB167,D3717 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,15,630,m3,9450,3,4,9,95,1
NB167,D3717 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,07. Wing/ Retaining Walls, 155. Earth backfill,BA,15,630,m3,9450,3,4,9,95,1
NB167,D3717 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,07. Wing/ Retaining Walls, 207. Clear debris,BA,2,750,m3,1500,3,4,9,600,1
NB168,D3718 Over River,Major Culvert,Culvert Major,9/1/2021,,Vhembe,,6/30/2022,05. Waterway, 209. Clear siltation,C4,30,630,m3,18900,3,4,4,21,3
NB168,D3718 Over River,Major Culvert,Culvert Major,9/1/2021,,Vhembe,,6/30/2022,09. Parapets / Handrails, 104. Concrete (reinforced),"C1,C2",1,12270,m3,12270,3,4,4,33,3
NB171,D3734 over river,Bridge,Bridge,8/1/2021,,Mopani,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),BA,6,750,No,4500,1,1,1,22,3
NB171,D3734 over river,Bridge,Bridge,8/1/2021,,Mopani,,6/30/2022,11. Parapet, 456. New pedestrian parapet,S1,2,5090,m,10180,1,1,1,10,3
NB171,D3734 over river,Bridge,Bridge,8/1/2021,,Mopani,,6/30/2022,20. Decks and Slabs, 103. Clean concrete surface,AS,30,150,m2,4500,1,1,1,22,3
NB172,D3736 over  Mahebe river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,07. Wing/ Retaining Walls, 104. Concrete (reinforced),A1,2,12270,m3,24540,3,4,4,16,3
NB172,D3736 over  Mahebe river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,05. Abutment Foundations, 161. Underpinning (describe under Remarks),BA,20,76650,No,1533000,4,4,9,1,3
NB174,D3741 over Khandanama river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,10,750,No,7500,3,4,4,53,2
NB174,D3741 over Khandanama river,Bridge,Bridge,9/4/2021,,Vhembe,,6/30/2022,11. Parapet, 458. New/repair steel railing,"S2,S3",10,3100,m,31000,3,4,1,3,3
NB178,D3750 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,07. Wing/ Retaining Walls, 104. Concrete (reinforced),A1,2,12270,m3,24540,3,4,4,16,3
NB178,D3750 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,200,750,m2,150000,3,4,4,3,3
NB178,D3750 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,11. Parapet, 457. New traffic barrier (Concrete F-Shape/NJ),AS,54,11540,m,623160,3,4,9,1,3
NB178,D3750 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,"BA,AP",20,1570,m,31400,3,4,9,29,3
NB178,D3750 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BA,AP",1,137950,LS,137950,3,4,9,7,3
NB178,D3750 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,20. Decks and Slabs, 118. Repair spall (including honeycombing),S1,20,750,L,15000,3,4,4,27,3
NB178,D3750 over Luvuvhu river,Bridge,Bridge,9/2/2021,,Vhembe,,6/30/2022,20. Decks and Slabs, 654. Access-using scaffold (< 10 m),S1,1,4640,No,4640,3,4,4,86,1
NB179,D3750 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",A1,15,630,m,9450,3,4,4,42,2
NB179,D3750 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),BA,1,137950,LS,137950,3,4,9,7,3
NB179,D3750 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),S1,10,750,No,7500,3,4,4,53,2
NB179,D3750 over river,Bridge,Bridge,9/1/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 316. Replace pressfit seal with silicone,BA,22,1570,m,34540,3,4,9,26,3
NB185,D3772 over river,Bridge,Bridge,9/4/2021,,Mopani,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),S1,1,750,No,750,1,1,1,133,1
NB185,D3772 over river,Bridge,Bridge,9/4/2021,,Mopani,,6/30/2022,11. Parapet, 456. New pedestrian parapet,S1,10,5090,m,50900,3,4,9,18,3
NB185,D3772 over river,Bridge,Bridge,9/4/2021,,Mopani,,6/30/2022,20. Decks and Slabs, 103. Clean concrete surface,AS,36,150,m2,5400,1,1,4,74,1
NB186,D3902 over river,Bridge,Bridge,9/3/2021,,Mopani,,6/30/2022,01. Approach Embankment, 156. Gabion (mattresses and boxes),A1,250,3100,m3,775000,4,4,16,2,3
NB186,D3902 over river,Bridge,Bridge,9/3/2021,,Mopani,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,120,80,m2,9600,1,1,16,167,1
NB188,D3811 over Nsami river,Bridge,Bridge,7/28/2021,,Mopani,,6/30/2022,04. Approach Embankment Protection Works, 155. Earth backfill,A2,6,630,m3,3780,1,1,1,26,3
NB188,D3811 over Nsami river,Bridge,Bridge,7/28/2021,,Mopani,,6/30/2022,01. Approach Embankment, 402. Clear bush,BA,160,80,m2,12800,1,1,1,8,3
NB188,D3811 over Nsami river,Bridge,Bridge,7/28/2021,,Mopani,,6/30/2022,20. Decks and Slabs, 103. Clean concrete surface,AS,40,150,m2,6000,1,1,1,17,3
NB188,D3811 over Nsami river,Bridge,Bridge,7/28/2021,,Mopani,,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),AS,10,750,No,7500,1,1,1,13,3
NB189,D3827 over Klein Letaba river,Bridge,Bridge,9/3/2021,,Vhembe,,6/30/2022,08. Surfacing, 209. Clear siltation,AS,6,630,m3,3780,3,4,1,26,3
NB189,D3827 over Klein Letaba river,Bridge,Bridge,9/3/2021,,Vhembe,,6/30/2022,11. Parapet, 314. Replace joint sealant,AS,250,340,m,85000,3,4,1,1,3
NB189,D3827 over Klein Letaba river,Bridge,Bridge,9/3/2021,,Vhembe,,6/30/2022,13. Pier Foundations, 161. Underpinning (describe under Remarks),P2,1,76650,No,76650,4,4,4,5,3
NB189,D3827 over Klein Letaba river,Bridge,Bridge,9/3/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BA,AP",60,1220,m,73200,3,4,9,12,3
NB189,D3827 over Klein Letaba river,Bridge,Bridge,9/3/2021,,Vhembe,,6/30/2022,17. Expansion Joints, 702. Traffic accommodation-Low (< 10 000 vpd),"BA,AP",1,137950,LS,137950,3,4,9,7,3
NB190,D3830 over river,Bridge,Bridge,8/14/2021,,Vhembe,,6/30/2022,03. Waterway, 156. Gabion (mattresses and boxes),AS,40,3100,m3,124000,3,4,4,3,3
NB192,D3870 over Letsitele river,Bridge,Bridge,9/4/2021,,Mopani,,6/30/2022,20. Decks and Slabs, 577. Structural steel - sand blast to white metal,AS,500,750,m2,375000,4,4,16,4,3
NB192,D3870 over Letsitele river,Bridge,Bridge,9/4/2021,,Mopani,,6/30/2022,11. Parapet, 456. New pedestrian parapet,S1,22,5090,m,111980,4,4,9,8,3
